signal_date,execution_date,ticker,sector,action,weight_before,weight_after,weight_change,estimated_dollars_traded,estimated_execution_cost,factor_score,portfolio_before_trade
2025-07-11,2025-07-14,CCL,Consumer Discretionary,BUY,0.0,0.02745819475625043,0.02745819475625043,2745.8194756250427,2.204150126167546,0.6913803229067069,100000.0
2025-07-11,2025-07-14,DDOG,Information Technology,BUY,0.0,0.017541195597447976,0.017541195597447976,1754.1195597447975,1.4060787497576288,0.4987501238883446,100000.0
2025-07-11,2025-07-14,DELL,Information Technology,BUY,0.0,0.0364258747084376,0.0364258747084376,3642.5874708437595,2.927228955531672,0.39071613824140883,100000.0
2025-07-11,2025-07-14,EL,Consumer Staples,BUY,0.0,0.02529436290103677,0.02529436290103677,2529.436290103677,2.0330308322541186,0.5304817466498327,100000.0
2025-07-11,2025-07-14,FLEX,Information Technology,BUY,0.0,0.04024077992013697,0.04024077992013697,4024.077992013697,3.242656524568669,0.43272531293295785,100000.0
2025-07-11,2025-07-14,GNRC,Industrials,BUY,0.0,0.045891558889147366,0.045891558889147366,4589.155888914736,3.710115980255146,0.42619663607701874,100000.0
2025-07-11,2025-07-14,GS,Financials,BUY,0.0,0.05082196614187017,0.05082196614187017,5082.196614187017,4.079302488955602,0.41965875145121595,100000.0
2025-07-11,2025-07-14,HAS,Consumer Discretionary,BUY,0.0,0.04189831798083481,0.04189831798083481,4189.831798083481,3.3822758857422692,0.5600780528684374,100000.0
2025-07-11,2025-07-14,HPE,Information Technology,BUY,0.0,0.023212808573016344,0.023212808573016344,2321.2808573016346,1.8652059570843769,0.4496632611064581,100000.0
2025-07-11,2025-07-14,JBL,Information Technology,BUY,0.0,0.030344106417860325,0.030344106417860325,3034.4106417860326,2.439775099005584,0.572316349508519,100000.0
2025-07-11,2025-07-14,LVS,Consumer Discretionary,BUY,0.0,0.029970145521537175,0.029970145521537175,2997.0145521537174,2.4146215498470585,0.48015926063143094,100000.0
2025-07-11,2025-07-14,NCLH,Consumer Discretionary,BUY,0.0,0.028504399681753948,0.028504399681753948,2850.439968175395,2.293063161163996,0.3946338664942879,100000.0
2025-07-11,2025-07-14,NKE,Consumer Discretionary,BUY,0.0,0.020179704906475245,0.020179704906475245,2017.9704906475245,1.6178103764679028,0.5863941192620321,100000.0
2025-07-11,2025-07-14,NTRS,Financials,BUY,0.0,0.034740528367638496,0.034740528367638496,3474.0528367638494,2.7958132002023266,0.5845508661106028,100000.0
2025-07-11,2025-07-14,ORCL,Information Technology,BUY,0.0,0.017891012076022325,0.017891012076022325,1789.1012076022325,1.432989758130557,0.711610130450705,100000.0
2025-07-11,2025-07-14,RCL,Consumer Discretionary,BUY,0.0,0.041969789821655626,0.041969789821655626,4196.978982165562,3.3713115544103283,0.47681938790450984,100000.0
2025-07-11,2025-07-14,SMCI,Information Technology,BUY,0.0,0.016242321880416535,0.016242321880416535,1624.2321880416534,1.3016128168505097,0.5009061674310767,100000.0
2025-07-11,2025-07-14,STX,Information Technology,BUY,0.0,0.039727692676815515,0.039727692676815515,3972.7692676815514,3.193786945219395,0.46312671402751104,100000.0
2025-07-11,2025-07-14,WYNN,Consumer Discretionary,BUY,0.0,0.03164523918164636,0.03164523918164636,3164.523918164636,2.5503712096113844,0.488659824038291,100000.0
2025-08-08,2025-08-11,ABNB,Consumer Discretionary,BUY,0.0,0.021100173792748714,0.021100173792748714,2148.529594192572,1.7246896956534672,0.21899992106048438,101825.20842226122
2025-08-08,2025-08-11,CCL,Consumer Discretionary,SELL,0.02652039269483841,0.013201410605984775,-0.013318982088853635,1356.2081271698853,1.0882472755835304,-0.13370105717055378,101825.20842226122
2025-08-08,2025-08-11,CHTR,Communication Services,BUY,0.0,0.011320822639838135,0.011320822639838135,1152.7451248129717,0.9242344223985445,0.20581793235644422,101825.20842226122
2025-08-08,2025-08-11,CNC,Health Care,BUY,0.0,0.010584310501556423,0.010584310501556423,1077.7496228269108,0.8643664568926452,0.3012601754841994,101825.20842226122
2025-08-08,2025-08-11,COO,Health Care,BUY,0.0,0.018998429326146402,0.018998429326146402,1934.5190258304572,1.5583405231866847,0.25324467227474207,101825.20842226122
2025-08-08,2025-08-11,DDOG,Information Technology,SELL,0.01638924846884476,0.008158295431380877,-0.008230953037463884,838.118508553604,0.6717867759542463,-0.013219530127982201,101825.20842226122
2025-08-08,2025-08-11,DECK,Consumer Discretionary,BUY,0.0,0.0141095573800977,0.0141095573800977,1436.7086209743022,1.1530981137675238,0.3246404051549133,101825.20842226122
2025-08-08,2025-08-11,DELL,Information Technology,SELL,0.03925874856786794,0.019542352395951177,-0.019716396171916766,2007.626149541298,1.6114486023998291,-0.11635037975142795,101825.20842226122
2025-08-08,2025-08-11,DOW,Materials,BUY,0.0,0.010727871022495535,0.010727871022495535,1092.3677027927445,0.876497099105973,0.2065368257133516,101825.20842226122
2025-08-08,2025-08-11,DVA,Health Care,BUY,0.0,0.013251002759939097,0.013251002759939097,1349.2861178347573,1.0860707208833416,0.26648940754132167,101825.20842226122
2025-08-08,2025-08-11,DXCM,Health Care,BUY,0.0,0.014464631516285558,0.014464631516285558,1472.8641188969852,1.183167534403613,0.24426695690382796,101825.20842226122
2025-08-08,2025-08-11,EL,Consumer Staples,SELL,0.024842645271692988,0.012366255829774154,-0.012476389441918834,1270.4109552806847,1.0201995918731912,-0.254055647663638,101825.20842226122
2025-08-08,2025-08-11,EQIX,Real Estate,BUY,0.0,0.025193755426360154,0.025193755426360154,2565.359397228597,2.062020459571754,0.24892960454235508,101825.20842226122
2025-08-08,2025-08-11,FANG,Energy,BUY,0.0,0.025193755426360154,0.025193755426360154,2565.359397228597,2.063740513345266,0.21169285642867536,101825.20842226122
2025-08-08,2025-08-11,FISV,Financials,BUY,0.0,0.015670410770268078,0.015670410770268078,1595.642842744994,1.279534922037727,0.2741967705320225,101825.20842226122
2025-08-08,2025-08-11,FLEX,Information Technology,SELL,0.038263397846520976,0.01904688335366879,-0.019216514492852187,1956.7255933840772,1.57417855425361,-0.14026421446435514,101825.20842226122
2025-08-08,2025-08-11,GNRC,Industrials,SELL,0.05979418264629946,0.02976455009720429,-0.03002963254909517,3057.773593155535,2.4632764860559924,-0.0063250337251136764,101825.20842226122
2025-08-08,2025-08-11,GS,Financials,SELL,0.05112285082681078,0.025448105270499635,-0.025674745556311142,2614.336317459907,2.096816015349365,-0.14889908674693386,101825.20842226122
2025-08-08,2025-08-11,HAS,Consumer Discretionary,SELL,0.042274410077749305,0.021043498562929173,-0.021230911514820133,2161.8419899911455,1.7406148565341235,-0.2387680427141378,101825.20842226122
2025-08-08,2025-08-11,HPE,Information Technology,SELL,0.023173229765894175,0.011535248543508094,-0.01163798122238608,1185.039863583825,0.9515777145095068,-0.09964781200144546,101825.20842226122
2025-08-08,2025-08-11,IQV,Health Care,BUY,0.0,0.008526569986401859,0.008526569986401859,868.2197659923663,0.6964127187415506,0.26455996111172736,101825.20842226122
2025-08-08,2025-08-11,JBL,Information Technology,SELL,0.03025761667013949,0.015061738572926326,-0.015195878097213164,1547.3234544080046,1.24333577230352,-0.20517729344215993,101825.20842226122
2025-08-08,2025-08-11,LVS,Consumer Discretionary,SELL,0.03150659385811627,0.01568345865398677,-0.015823135204129504,1611.1940400541055,1.29505542499189,-0.17644599471773093,101825.20842226122
2025-08-08,2025-08-11,MRVL,Information Technology,BUY,0.0,0.017743684014667385,0.017743684014667385,1806.7543229722512,1.4486326259317508,0.23149242240010562,101825.20842226122
2025-08-08,2025-08-11,NCLH,Consumer Discretionary,SELL,0.029705421542974092,0.01478686501836719,-0.014918556524606903,1519.085127477383,1.2199015848884527,0.06975959246729298,101825.20842226122
2025-08-08,2025-08-11,NKE,Consumer Discretionary,SELL,0.02035059369989175,0.010130187233619876,-0.010220406466271873,1040.6950185883597,0.8343189466251668,0.002527687143824892,101825.20842226122
2025-08-08,2025-08-11,NTRS,Financials,SELL,0.034136551764997455,0.016992607979364294,-0.01714394378563316,1745.6856491516266,1.4046084138759949,-0.09451936596214895,101825.20842226122
2025-08-08,2025-08-11,ON,Information Technology,BUY,0.0,0.012090906715443293,0.012090906715443293,1231.1590963141311,0.9875784067901541,0.20790399246957833,101825.20842226122
2025-08-08,2025-08-11,ORCL,Information Technology,SELL,0.01901224813225169,0.009463981058831413,-0.009548267073420278,972.2542848224339,0.7787133455609577,-0.18483240598537462,101825.20842226122
2025-08-08,2025-08-11,RCL,Consumer Discretionary,SELL,0.03654752951828692,0.018192752624630562,-0.01835477689365636,1868.9789827406632,1.4997797647296243,-0.17960471534165837,101825.20842226122
2025-08-08,2025-08-11,RVTY,Health Care,BUY,0.0,0.012433485423709296,0.012433485423709296,1266.0422446843459,1.0183779556875872,0.22665595813359593,101825.20842226122
2025-08-08,2025-08-11,SMCI,Information Technology,SELL,0.014596509852140428,0.00726589995064106,-0.007330609901499368,746.4408810824649,0.5977747435649476,-0.010486418313305637,101825.20842226122
2025-08-08,2025-08-11,STX,Information Technology,SELL,0.03980004482258012,0.019811800672986983,-0.01998824414959314,2035.3071265273647,1.6339044085897771,-0.02061335864694991,101825.20842226122
2025-08-08,2025-08-11,TECH,Health Care,BUY,0.0,0.011194000714295103,0.011194000714295103,1139.8314558120398,0.9168928070405503,0.2530980053290346,101825.20842226122
2025-08-08,2025-08-11,TMO,Health Care,BUY,0.0,0.01300418671337478,0.01300418671337478,1324.1540224513872,1.0612250927609794,0.2683557163898471,101825.20842226122
2025-08-08,2025-08-11,UNH,Health Care,BUY,0.0,0.012472776595266856,0.012472776595266856,1270.0430764173493,1.017017572234957,0.23591253060009235,101825.20842226122
2025-08-08,2025-08-11,WAT,Health Care,BUY,0.0,0.010624762486568998,0.010624762486568998,1081.8686546319107,0.868210636210184,0.24851605670813537,101825.20842226122
2025-08-08,2025-08-11,WYNN,Consumer Discretionary,SELL,0.029807335314883797,0.014837595999799698,-0.014969739315084099,1524.2968257853563,1.2258068101684079,-0.3209276487528149,101825.20842226122
2025-08-08,2025-08-11,XYZ,Financials,BUY,0.0,0.016268843301450717,0.016268843301450717,1656.5783599593276,1.327968078455971,0.21791686992138526,101825.20842226122
2025-09-08,2025-09-09,ABNB,Consumer Discretionary,SELL,0.021372034044756332,0.009869696718715197,-0.011502337326041135,1195.3541107170895,0.9588529592733561,-0.0759438119140339,103922.71386536579
2025-09-08,2025-09-09,AMD,Information Technology,BUY,0.0,0.01977896456436061,0.01977896456436061,2055.483674975257,1.6459002469527735,0.4371091312954385,103922.71386536579
2025-09-08,2025-09-09,ANET,Information Technology,BUY,0.0,0.031886871224146636,0.031886871224146636,3313.770194288757,2.6599412280699783,0.3342445710245617,103922.71386536579
2025-09-08,2025-09-09,CCL,Consumer Discretionary,SELL,0.014423325497426486,0.00666075339561974,-0.007762572101806746,806.7075593953335,0.6469388352446798,0.20916752157811128,103922.71386536579
2025-09-08,2025-09-09,CHTR,Communication Services,SELL,0.011317954717372342,0.005226679889368039,-0.006091274828004303,633.0218110259964,0.5074984375870369,-0.19768050420107056,103922.71386536579
2025-09-08,2025-09-09,CNC,Health Care,SELL,0.011896053455143085,0.005493648358692053,-0.006402405096451032,665.3553128886402,0.5336169323545155,-0.32864594544469394,103922.71386536579
2025-09-08,2025-09-09,COHR,Information Technology,BUY,0.0,0.009748531534526518,0.009748531534526518,1013.0938532700947,0.8124936789346567,0.3671198082007394,103922.71386536579
2025-09-08,2025-09-09,COO,Health Care,SELL,0.018112816783340212,0.008364576249450787,-0.009748240533889426,1013.0636116941514,0.8136862626550498,-0.15793392717216853,103922.71386536579
2025-09-08,2025-09-09,CRH,Materials,BUY,0.0,0.0356770557370137,0.0356770557370137,3707.656454916382,2.9819620852387887,0.34141333451074146,103922.71386536579
2025-09-08,2025-09-09,DECK,Consumer Discretionary,SELL,0.015782457755333344,0.007288406484608455,-0.00849405127072489,882.7248597652894,0.7084600215748181,0.035807632583997585,103922.71386536579
2025-09-08,2025-09-09,DELL,Information Technology,BUY,0.016763000934456488,0.027524124762447158,0.01076112382799067,1118.3251924460442,0.8966514718554945,0.28980598679489566,103922.71386536579
2025-09-08,2025-09-09,DLTR,Consumer Staples,BUY,0.0,0.024466036391641088,0.024466036391641088,2542.5768993481433,2.042813129683259,0.3312311347531389,103922.71386536579
2025-09-08,2025-09-09,DOW,Materials,SELL,0.011942788986666649,0.005515231027012698,-0.0064275579596539505,667.9692666941719,0.5358935392824081,-0.17431771079764863,103922.71386536579
2025-09-08,2025-09-09,DVA,Health Care,SELL,0.013480355341419895,0.006225285744993007,-0.007255069596426888,753.9665217427863,0.6063217358957297,-0.04426664423439503,103922.71386536579
2025-09-08,2025-09-09,DXCM,Health Care,SELL,0.01396256328675033,0.006447971436294059,-0.0075145918504562715,780.9367786899768,0.6265929456438512,0.008140100313718599,103922.71386536579
2025-09-08,2025-09-09,EA,Communication Services,BUY,0.0,0.03260413428273768,0.03260413428273768,3388.3101178929114,2.724107129046768,0.36338514015678186,103922.71386536579
2025-09-08,2025-09-09,EL,Consumer Staples,BUY,0.011957825426952912,0.02456544936627876,0.012607623939325848,1310.2184951686959,1.0517949331005645,0.411729695747831,103922.71386536579
2025-09-08,2025-09-09,EQIX,Real Estate,SELL,0.024513593523886927,0.011320482320960263,-0.013193111202926664,1371.0639205356995,1.1011857582814768,-0.1995505843546553,103922.71386536579
